doc,date,description
052, NA, George Parphen~ on his deathbed~ declared that he owed the Company only 200 pagodas. However~ after his death~ Hudson charged him with 996 pagodas at the Roost~ of which 498 pagodas were due to the Company. Both Parphen and Hudson were insolvent. 
052, NA, Thomas Clarke and Sir Hudson assisted Captain Weddall and Matthew Mountney in trade along the Coast~ resulting in losses to the Company from costly purchases. 
052, NA, John Milward’s estate is to be used to cover the Company’s losses~ if necessary~ including paying 1000 Rs. of eight and 4% interest to Raywan Sadeena~ to redeem 12 unset rubies and a jewel. William and Luke Johnson were sent home as delinquents~ as per a letter from Spassum~ August 1637~ from Adlee and Hall. 
052, NA, Guy Bath’s receipt of cloth in the warehouse was known only to himself~ and he secretly sold the goods to several persons~ raising suspicions. 
052, NA, Die Cooper was charged with 150 Tomans~ which were unduly paid to him by Agent Gibson. Gibson was charged to account for these funds as "presents" to raise the amount for Cooper. 
052, NA, In general~ all the factors in Persia were complained of for unfaithfulness~ negligence~ womanizing~ drinking~ wastefulness~ and other misconduct.

053,Jul 18th 1641,Een from Spahan~ 18th July 1641. Guy Bath complained~ first~ that he would not consent that anyone but himself should see Agent Gibson's papers. Next~ that Gibson and he both lent 4~000 tomaans to the Dutch. Bath was removed from being Agent for the cause~ and Honnywood was chosen. The money lent to the Dutch bought away the silk provided by the King to satisfy the debt to the Company. Bath was discharged as an evil member out of the Company's employment. His papers~ books~ goods~ and estate were seized and confiscated for the Company's use. Bath~ confined to the Company's house~ fled to the Dutch~ stayed there~ and died. Bath connived with the Agent. His estate was valued at 70 tomaans~ as per a letter from Spahan.
053,May 10th 1639,Chapman wrote to his brother. Bath was named as a cousin in general terms but without particular instances. Part of Bath's journal reveals he was a private trader. Agent Gibson and he disbursed 1~000 tomaans of the Company's money in trade for themselves. Guy Bath's own letter~ written in stenography~ accused Honnywood of keeping whores abroad and in the Company's house. Gibson was generally blamed for many unwarrantable actions. Bath confessed to the 1~000 tomaans lent to the Dutch and explained how he knew it. Chapman kept a servant to do his work and maintain accounts for him. All the Persian factors were complained of for being negligent in their duties and for licentious living~ including wenching~ drinking~ and more.
054,NA,Manley took the silk of the French Agent. Bath was charged with stealing 600 tomaans together with Agent Gibson from the Company. Manley was deemed fit for any villainy~ a principal offender in drinking~ whoring~ and dicing. The Company’s house was made into a bawdy drinking school and gaming house. Hall borrowed 30 tomaans of the Company’s money upon his first coming ashore.
054,Aug 30th 1638,As per a letter from Spahan~ Robert Manley was discharged from the Company’s service for gambling~ and Mark Bromley was dismissed as an unnecessary servant. This was decided at a consultation in Gombroon on February 8. Horses and mules were quick devourers of the Company’s stock~ with Agent Gibson riding with 20 or more to Bandar and to court. This same practice was confessed to have continued after his death. Gibson was knowledgeable in the Company’s accounts. H. Chapman gave 24 tons to the writer in the custom house without order. Chapman and Hall gave bills of captaincy to the Dutch at Bandar for 2~000 tons~ payable at Surat. They charged the Agent at Spahan at 32 ½ rupees to be paid at a day’s sight. Robert Manley and Mark Bromley affirmed that Guy Bath committed an error of 150 tomaans in the receipt of silk~ more than was actually received. Bath’s accounts were imperfect~ as were the Alderman’s collections.
055,Mar 4th 1639,Cooper was challenged to owe the Company 2~000 skahees and 150 tomaans~ as per the order of the court on March 4~ 1639. The charge was given to him in writing~ and he was to answer it.
055,Feb 28th 1640,Sir L.~ in a letter from Spahan dated February 28~ 1640: By mistake of Guy Bath~ 30~000 that ees will be lost to the Company due to a receipt given by him~ which has now been recorded in the King’s books.
055,Dec 29th 1640,Per the Crispian~ December 29~ 1640:The president desires the Company not to clear Chapman until further news is received from Persia.
056,NA,
057,Dec 31st 1638,By letter from Bantam~ 31 December 1638 per ship Advice Mr. Ralph Cartwright to be questioned about a bale of ginghams and for taking in more goods upon freight and leaving out the Company’s. Debts made by Tho: Joyce in Masulipatam~ Pattipolee~ etc. Several complain against Mr. George Willoughby as 40 rials omitted in his account. 123 pieces of taffeta rasas at 22 2/4 as per cargo to be paid by Mr. Willoughby. Mr. Willoughby projects an unnecessary voyage to Aceh and sends Diggory Penkevill~ for which Mr. Willoughby’s estate ought to give satisfaction to the value of 2420 rials. See the former advice: Mr. Willoughby’s account dissatisfies 50 rials for sandalwood.
057,Oct 25th 1639,By letter from Masulipatam~ 25 October 1639: Francis Day sent 12 cargoes of cloth to the southwards~ private trade. Nathaniel Wick indebted 30 pagodas. The accounts of our factories sent to Bantam and are entered in Mr. Clarke’s books~ but how they will appear they grieve to think.
058,NA,The six bales of silk belonging to Pawell and Littler~ sold by Joyce and Clarke~ amount to 858 pagodas and were divided between them~ though the same was required to be brought to the Company's account.
058,NA,Another bale of silk sent to Golconda and there sold~ but for how much Clarke knows not~ and a bale of stuffs sold at Bantam for Mr. Clarke's account~ both belonging to deceased men. Clarke~ being indebted to them~ cannot declare more~ having a bad memory and no accounts to direct him. Mr. Fry enjoins Clarke and Hudson to perfect their accounts.
058,NA,Thomas Rogers's negligence in not sending his accounts from Golconda~ and various desperate debts made there by him.
058,NA,Mr. Pinson is to make good 200 pagodas at the Coast for not sending well-mixed scarlet and stammel to Merhatuckee for melicks received~ or else the Company will lose those 200 pagodas. Mr. Pinson is blamed for much negligence in the Company's affairs.
058,NA,Clarke's books are as false as may be~ and no trust is to be given to them.
058,NA,950 pagodas were taken up at interest by Mr. Pinson and Clarke at 2% and 8%~ with various errors in Clarke's books. Factors at Masulipatnam could wish~ whereas Mr. Clarke has at times sent home £800. If it were £8~000~ then the Company might in part satisfy the unreasonable loss the Company is likely to suffer by his errors. Read the particulars of the monies which now stand out at interest~ taken up for the use of Mr. Pinson~ Clarke~ and Hudson.
058,NA,Clarke conceals the estate of Robert Carpenter and converts it to his own use.
058,NA,Debts made by Clarke and Hudson daily demand payment~ which the Company must pay. Hudson is indebted to several men.
058,NA,Mr. Honnywood's estate is to make good the extraordinary shooting off of ordnance~ as also for a great present.
058,NA,1~000 pagodas were taken up at interest by Mr. Miller~ whereby there will be a 169-pagoda loss to the Company.
059,NA,Read to the end: Mr. Willoughby Thomas Rogers prodigal in his expenses at Golconda and the debts made there accounted desperate. Hudson’s ill behavior has gained all the people’s hatred~ especially the great ones~ as dealing in their grain here and taking upon himself the government of towns. The troubles in Visakhapatnam occasioned by Hudson cost the Company dearly~ who justifies the putting of Clarke in irons and wishes it had been done sooner. They desire no estate of Clarke and Hudson’s to be paid until the Company hears further and call in Hudson’s books of accounts. No sum served.
059,NA,Thomas Rogers~ though stayed~ is shunned as a delinquent and has spent much of the Company’s estate and all his own except his wages. By letter from Bantam~ Clarke and Hudson’s loss of gold and silver~ which they ought to repair~ they are sent home as prisoners to answer what shall be objected against them~ which will amount to no valuable consideration in comparison to the loss the Company has sustained. Their great neglect in accounts:
059,NA,Mr. Willoughby buys cloves at 50 rials per pecul and 50 for his pains~ which were put to the Company’s account at 65. As a result~ the Company’s loss in that parcel is 450 rials.
059,NA,Mr. Willoughby proceeded on a voyage to Aceh to vend his overrated jewels to the King and charged the debt to the Company’s account~ to the Company’s loss of 4640.
059,NA,A present of 1000 rials was given by Mr. Willoughby to the King of Bantam~ of which he had part.
060,Dec 1639,Mr. Willoughby By letter from Surat~ December 1639~ per ship London: The Company was much damaged by Clarke and Hudson. The factors do entreat the Company that if any of those negligent fellows (not worthy to be called servants) such as Pinson~ Clarke~ and Hudson should be sent home from Bantam~ you should timely seize on what they have and not pay their wages~ which they have falsely desired~ until you shall receive more perfect and particular intelligence from known sources.
060,NA,Complaints against Mr. Pinson~ Tho: Clarke~ and Ri: Hudson can be found in the orders in the Court Book 1638~ December 19~ 1638~ as also the affidavit on January 11 by Ralph Dartwright~ January 16~ and January 23~ 1638.
060,Jan 16th 1638,On January 16~ 1638~ before a Master of the Chancery~ and January 25~ regarding Mr. Pinson and Clarke.
060,Feb 8th and March 18th 1638,On February 8 and March 18~ 1638~ By letters from Bantam~ January 25~ per ship Caesar 1640~ Tho: Keeling burned a Musteza woman~ showing merciless cruelty.
060,NA,Concerning Mr. Willoughby’s falsities and wrongs committed against the Company~ little more can be said than what has already been discussed. They clear him of the 140 errors from accounts brought by Mr. Willoughby.
060,NA,Aiggory Penkevell ran away with a prow’s lading of hemp~ which he would have sold at Macassar for his own account for 552. They wonder at Mr. Willoughby’s employing him~ having had formerly sufficient warning.
061,NA,Mr. Husband arrives in Beniar~ where he found Henrij Alton~ Mr. Elton~ with the rest of his ill-governed accomplices.
061,May 19th 1640,Mr. Elton~ for the devilish distractions between him and his associates~ was sent away~ and better-governed men were placed in their room. The company will find matter enough for his returning home in the book of consultations and information accompanying this letter. But he has accounted fairly for the company's estate~ for all that at present they can say to the contrary.
061,Jun 24th 1640,Mr. Elton was found to lose all his ways from 29th July 1639 till his arrival in England~ 24 June 1640~ and to make good 30 rest stolen~ yet by him charged to account of profit and loss.
061,NA,Mr. Elton~ for calling Edward Marshall rogue and villain~ was fined 5 pieces of 8 and ordered to ask him for forgiveness the next Sunday before the whole congregation.
061,Jun 24th 1640,John Peirson was fined to the poor~ to lose 6 months' wages~ and never hereafter to have the command of any vessel for his daily drunkenness~ ill governance~ abusing~ and beating the ship's company~ and for lascivious waiting and sending provisions.
061,NA,Thomas Cowly~ his mate and companion~ was to lose 2 months' wages.
061,Sep 2nd 1640,Mr. Elton was complained against for various and sundry misdemeanors in a letter dated the 2nd of September 1640~ written by Francis Moore.
061,Feb 20th 1640,Mr. John Munter left some reckonings unpaid at his coming from Macassar~ which are demanded 20 February 1640.
061,NA,Mr. Pinson accused Mr. Ivy of having brought in the ship Thomas from Masulipatnam to Bantam in partnership between him and Mr. Coggan about 20 pieces of 8 as private trade~ part of which he invested in Bantam and the rest he carried to Macassar. The lading of the Thomas for the company was not above 11 tons.
062,Apr 16th 1641,Richard Hudson made in bad debts at Veraskerone to the amount of 8000 R of 8. Richard Hudson~ having received ready money~ invested most in cloth at Veraskerone. Being a petty merchant~ he delivered to the weavers two-thirds in argan and one-quarter in money. This has been noted as indirect dealing. Richard Hudson~ in taking upon himself the governance of towns when he was not able to govern himself by the rule of honesty~ drew many inconveniences after him. Richard Hudson has infinitely wronged the Company by not bringing to account a customary allowance called dastury~ which is every 1/15 penny~ as a fanam upon each pagoda. The omission~ if not prevented~ will be a great hindrance to the Company in the future. Richard Hudson paid the Curtingans at Masulipatam in cloves 600 or 700 R of 8 more than was due to them~ upon satisfying them the 4000 R of 8 borrowed by them. Richard Hudson constrained Clarke~ in his weak estate~ to clear the due debt of one Devegee amounting to 400 and another pagoda.
062,Nov 8th 1639,By letter from Masulipatam to Buratt dated the 8th of November 1639: Thomas Clarke is not fit for any employment unless it is to sit in a tavern. Indeed~ drinking and other excesses have consumed his body~ goods~ and good parts. Diverse debts were made by Thomas Rogers in Enhondak~ for which there is nothing to show. Thomas Rogers’ accounts are so extravagant and vague that we even feel shame to see them. He could produce no particulars~ having kept none~ but made up his accounts without detail.
063,NA,Jewels in cloves bought by Mr. Pinson cost 180 pagodas. Three are not worth 10 pagodas of any man’s money~ being not as good as Bristol stones.
063,Apr 16th 1641,Thomas Clarke’s relation the 16th of April 1641 in writing. Mr. Hunter brought from Macassar a great quantity of china~ and he knew not what to do with it. He sold it to the Company at a dear rate~ several items of which Mr. Pinson knew very well would not sell. Mr. Pinson bore only the name of the President~ for Mr. Hunter did and undid what he pleased. Mr. Pinson took for his sea provisions from the coast to Bantam certain chests of fruit and rosewater belonging to Meer Zassau worth 100 pagodas~ for which he paid freight of 20 h. pagandas.
063,Jan 16th 1638,Mr. Cartwright’s affidavit: Thomas Clarke was very poor at his first arrival. Clarke kept part of the Company’s goods at Ballisara and pretended he was robbed of it and his own together~ to the value of 280 pounds or thereabouts. Clarke refused to deliver his accounts to his principal as he ought~ but sent them to Bantam incomplete~ from whence they were returned to Masulipatam again. Mr. Pinson and Clarke lived at Masulipatam at a very high and extraordinary rate in the expense of the Company’s means~ putting them to the charge of keeping 10 horses~ 2 oxen~ 11 palanquins~ sometimes 40~ other times 60~ and at other times 80 servants belonging to the house. When Pinson and Clarke went out of town together (as was usual)~ a trumpeter rode before them. Likewise~ there were two flags carried before them~ and one of the country’s feniers went ahead of the palanquins they rode in. Behind him followed the palanquins~ by whose sides went soldiers carrying broad things like targets to keep away the sun or rain. They were also accompanied by horsemen~ footmen (English and others)~ and servants. This was their manner of going abroad for recreation.
064,NA,Thomas Clarke had belonging unto him and did share usually 20 servants and slaves~ whose wages were borne in part by the Company~ and the rest was paid by himself~ as Clarke said. That the said Clarke kept a house of his own wherein was a porter and three other slaves or servants. That Mr. Pinson and Clarke had a warehouse apart in Masulipatam for their own use.
064,Aug 30th 1638,Charles’ letter out of Persia~ 30 August 1638: Mr. Sibson’s ill carriage to Ettemon Dowlett caused loss to the Company’s business. Agent Bibson never suffered the factors to see his books of account. Henry Chapman’s neglect to call the Dutch to the inventorizing of John Willoughby’s estate. The factors take notice of the Company’s complaint against Agent Sibson’s dishonest dealings and Cany Bath~ his accomplice~ in his unfaithful accounts.
064,NA,Particular letter of the same date: All the Persian factors condemned for ill lives. The vast expenses in 1631~ 1632~ and 1633: £8150 spent in those three years~ and £2666 13s 4d spent yearly in traveling charges. Since Bibson’s death~ £1833 6s 8d spent in six months.
065,Jun 13th 1639,Per letter out of Persia dated the 13th of June 1639 Concerning Gibsons and Willoughby’s deceits in the customs and the Agent's opinion of them both. Mr. Willoughby 50 Tomands lent by Gibson to Sultan Blocky not to be recovered. They detest Gibson's lending the Company's monies to the Dutch~ holding it rather theft than deceit. No accounts kept by Gibson in 1637. Gibson's hand for 4000 ducats of cloth~ a loss to the Company of 80 ducats. Henry Chapman~ his drawing of 2000 Tomands by bill of exchange upon the Agent~ though he received no money of the Dutch.
065,Apr 6th 1641,Per letter out of Persia dated the 6th of April 1641: Chapman indebted to Gongorow~ a Banman. Postscript Doms~ an unhappy and distasteful business.
065,Jun 13th 1639,Per letter out of Persia dated the 13th of June 1639 They send the accounts of Guy Bath~ Robert Manly~ and Mark Bromely~ whose evil behavior ought to be further questioned. Bromely found indebted more than they supposed.
065,Aug 30th 1638,Per letter out of Persia dated the 30th of August 1638. The Agent hath sent Mark Bromely for India~ one fit to corrupt the factory and for nothing else.
066,Jul 18th 1637,Per letter out of Persia dated the 18th of July 1637. Agent Sibson blamed for not perfecting the Persian account. Agent Sibson omitting to send Etteman Dowlat his piscashe caused him to defer the weighing of silk unto your servants~ to the Company's detriment. By Agent Sibson's neglect~ they receive silk far short of the quantity promised to the Company~ an inconceivable damage. Guy Bath will not consent that anyone shall see Agent Gibson's papers but himself. The Agent and his only counsel~ Bath~ lent Tomands to the Dutch. Guy Bath discharged as an evil member out of the Company's employment~ his books~ papers~ and goods seized. Bath~ a private trader with the Agent~ traded 191~112 shakees in goods bought from the Dutch~ sold again for 200 Tomands profit. Bath confined to the Company's house~ flees to the Dutch. Bath connived at by the President~ his estate valued at 70 Tomands.
067,Jan 21st 1641,By letter from Surat dated 21st January 1641: Mr. Robinson blamed for buying a parcel of indigo whereby the Company is damaged 2~426. Francis Day blamed for being the first projector of the fort of St. George. The work began by Francis Day and was paid for out of the Company’s cash.
067,Jun 22nd 1642,By letter from Persia dated 22nd June 1642: Mr. Merry indebted 170 Tomands in Persia~ or 566-13-04 in value.
067,Mar 22nd 1642,At a Court of Committees held 22nd March 1642: The Court was this day made aware that Mr. Houghton~ the brewer~ had sent into the Downs 20 tuns of beer to be distributed between the Mary Hart and Starflower. However~ the hoy coming aboard the Mary~ Captain Mynors' first mate took all the beer into his ship and denied delivering any part of it to the other two ships. Besides this~ he also took five tuns of beer from the King’s ship.
067,Dec 29th 1640,By letter by the Crispiana from Surat~ 29th December 1640: Mr. Cogan to explain why 2~000 parcels of goods~ said to belong to the King of Golconda~ should be landed at Gombroon custom-free~ without informing the factors at Surat. Upon learning of this~ they disapproved~ calling it tyrannical. New litanies were drafted to pray for wiser handling of such issues and deliverance from current displeasures.
068,Nov 15th 1641,By letter per ship Mary from Bantam~ 15th November 1641: Mr. George Willoughby to be questioned about 4~257 Ryalls due by the king of Acheyn~ he being George Willoughby dead~ and the debt lost.
068,Jan 3rd 1642,By letter per ship Ulysses~ 3rd January 1642: Humphry Weston left all the Company’s estate at Japara to the Javanese's mercy and ran away for fear of death~ having the company of a Javanese's wife~ which he excuses.
068,Nov 15th 1641,By letter per ship Mary from Bantam~ 15th November 1641: Complaints against the Coast factors. The want of Coast goods is the reason why the President at Bantam lacks lading for Europe.
068,Jan 12th 1641,By letter per ship William from Bantam~ 12th January 1641: Complaints against the Coast factors.
068,Dec 14th 1642,By letter per ship Reformation from Bantam~ 14th December 1642: Complaints against the Coast factors.
068,Jan 13th 1642,By letter per ship Ulysses from Bantam~ 13th January 1642: Complaints against the Coast factors for diverse particulars.
068,Jan 27th 1641,By letter per ship London from Surat~ 27th January 1641: The accounts of Masulipatam are clogged with excessive expenses and charges~ whereby it is seldom seen what the Company at Bantam and Surat furnished them with. Fort St. George was not built by order from Surat. The Coast factors are charged with neglects and errors~ with their overly brief expressions in their journals~ where no man can be satisfied~ nor can their meanings by their accounts be rightly apprehended.
069,Jan 27th 1641,By letter from Surat dated 27th January 1641~ per ship London: John Jeffries to give account of various Portuguese goods received about the Swan~ for their freight.
069,Aug 25th 1643,By letter from Fort St. George per ship Mary~ dated 25th August 1643: John Yard~ having express orders to pay the debts he owes in the Bay~ neglects to clear them. Instead~ he buys a ship called the Endeavour~ costing initially 7~216 Rupees~ besides 4~854 Rupees spent on outfitting her. He is to give an account for this.
069,Mar 13th 1642,By letter from Bantam and the ship Blessing~ dated 13th March 1642: The factors at the Coast use the joint stock's money to pay debts~ contrary to the Company’s orders.
069,Aug 31st 1641,By letter from the Coast of Coromandel~ last of August 1641: Factors at the Bay of Bengal were ordered to desert the factory after their debts were paid using silver and cloth sent for that purpose. However~ Mr. Yard misused the money sent to clear those debts on a tool not worthy of being called a ship. For this unadvised action~ he must be held responsible.
069,Jan 10th 1643,By letter from Bantam~ 10th January 1643: Mr. John Yard receives his passage on the Hopewell and awaits only your approval of his good endeavors. He submits to your impartial judgment~ having placed his estate—13 bales of goods on the Hopewell—in your hands to make satisfaction for any alleged wrongdoings. In his defense~ we pray that you hear us~ review his writings~ and allow him to speak for himself. Despite what has been written about him from Surat and the Coast~ and the harsh judgment from England~ we humbly believe him to be innocent. We have seen letters that granted him absolute authority to buy the Endeavour~ mentioning three times the directive to procure a good vessel. We leave this to your fair judgment. Additionally~ Mr. John Gard is a man deserving of your favor and employment again~ should you choose to engage him. He is willing and content to serve.
070,Dec 29th 1640,Mr. Cogan's first charge: To answer concerning the building of the fort St. George~ Crispian's letter~ 29th December 1640~ the charge whereof hath cost from the first of March 1639 to the 30th June 1643~ Pagoda new 9250. To give account whether it be finished or how far it has proceeded. To answer what the charge of the soldiers monthly is to maintain the fort~ as well as for wages~ victuals~ and otherwise. To give an account of what paintings have been yearly bought at Madraspatan.
070,Feb 20th 1640,To answer the complaint of 20~000 Ryalls of private trade in the Thomas between him and Mr. Jong in Court~ 20th February 1640.
070,Dec 29th 1649,To give reason why 2~000 parcels of goods said to belong to the King of Golconda should be landed at Combeoone~ Crispian's letter~ certain free~ with which he never acquainted the factor at Surat~ who upon notice thereof disliked the same~ 29th December 1649.
070,Nov 8th 1641,To give a reason for the total aversion from Parte Marius’ letter of all the cargo designed from England thither by ship Hopewell in 1640. To give an account of whom 120 bales of private trade did belong~ which were in that ship on that voyage. To give a reason for not returning the pinnace Adrico when the Coast Justors wrote to Bantam purposely for a ship whereupon she was sent thither with a stock of 3~157 Ryalls~ which proved to the Company’s great detriment by wanting her during the Bantam season for the Europe ships. To give an account of the unprovident expending of such means as hath been consigned to this Coast~ to be invested there for supply of the Continent factories~ which have well near overthrown the spice trade~ besides it was then likely to make the factors at Bantam a public shame and derision to the Dutch.
071,NA,Mr. Cogan: To give a reason why the Reformation's cargo from the Coast to Bantam amounted to no more than half the capital sent out of England~ for the whole cargo was ordered to be invested at the Court and returned to Bantam~ and why the charges of the ship at Joanna and the Coast while she stayed there were included in the invoice. To give a reason how the debt of 14~079 pagodas~ or 28~758 Ryalls at 2% per month interest~ occurred at the Coast at the departure of the ship Reformation~ when very recently before~ they wrote that the Company was completely out of debt at Masulipatam. To give a reason how they came into debt to the factory at Bantam for 66~436 Ryalls~ besides the 28~758 Ryalls mentioned before. To give a reason why the paintings that came upon the Reformation were so poorly sorted~ with dead colors~ base works~ and such narrow and short cloth (one bale only excepted)~ that the Justors at Bantam never saw worse come from thence. This is surprising~ as the Coast factors had previously highly extolled and commended that place for plenty and abundance of all sorts of good cloth and other commodities at cheaper rates than anywhere else~ as well as for the rare and rich paintings made there. To give a reason for the excessive expenses and charges at the Coast~ by means of which expenses neither the factors at Surat nor those at Bantam seldom saw the moiety of what the Company from England or either of those factories furnished them with. To give a reason why uncivil and unsatisfactory answers are returned to Surat by the Coast factors when they were mildly reproached for their unreasonable proceedings~ such as neglects~ improvidence~ errors~ and the like~ as expressed briefly in their journals. When neither the Justors at Surat nor any other person can be satisfied by the abstracts of accounts~ instead of better information from the Coast Justors~ they receive nothing but taunting replies.
072,NA,To give a reason why the Justors at the Coast sent the pinnace Draymond with a cargo of 21~385 Ryalls to Bantam~ being a rotten~ unserviceable bottom~ manned with only 8 Englishmen~ a boy~ and a few unserviceable Blacks. The goods being within her caused damage to the Company (not less than 1~000 pounds sterling)~ when that cargo might have been sent by the Advice rather than sending her to Persia. And had not the Daniel relieved the Draymond with men~ money~ water~ bread~ salt flesh~ and several other provisions~ it would have been almost impossible for her to gain her port.
072,Jan 13th 1642,To give a reason for the strange and unwarrantable proceedings of the factors at the Coast in disposing of the Company’s estate sent to them out of England by the Hopewell~ absolutely contrary to orders from England and letters from Surat by the said ship and also from Surat overland to the Court.
072,Feb 21st 1642,To give a reason for their newly invented way of accounts~ and why they included their charges for three years of building their fort and the area of interest into the general accounts of Bantam~ thereby covering and hiding their own unwarrantable actions.
072,Jan 20th 1644,By order of Court~ 20th January 1644: Thomas Whatmore~ master of the Draymond~ to be questioned about the defects of the said ship upon his return from India.
073,NA,Mr. Cogan's second charge: To give an account of what quantity of cloves were put into the Hopewell at Masulipatam and for whose account. To give an account of how long the Hopewell stayed at Ballicara~ the reason for her prolonged stay there~ and also what freight~ goods~ and passengers she brought from thence to be landed at Masulipatam and Persia~ and what other goods were laden upon her for the Company's account and for any of the Commissioners~ general traders~ or others. Likewise~ what freight is brought to the Company's account by Mr. Day. What Mr. Day has charged to the Company's account for victuals and provisions of the ship Hopewell during her stay at Ballicara. To give a reason for the stay of the ship Hopewell at Masulipatam for 13 days in her passage from Ballicara to Persia~ and to demonstrate what goods were taken aboard that ship~ as well for the Company as for any of their factors or others. To give an account of what goods were put aboard the Hopewell at Madraspatam in her passage to Persia~ what goods were taken onshore there~ and the reason. To give an account of what goods~ both of the Company's and of their factors and other men~ were brought from Persia and taken onshore at Madraspatam. What freight Mr. Day brought to account from Persia to Dabhol and then to the Court of Coromandel. To give a reason for sending the ship Hopewell to Trincomalee~ how long she stayed there~ what goods were bought there for the Company's account~ and what for their factors and others' accounts. Also~ what other vessels with goods and other commodities came or were to come from Trincomalee to Madraspatam and for whose account. What stock Mr. Day carried for the Company's account and how it was disposed of. To give an account of what goods were put aboard the Hopewell for the Company~ their factors~ or other particular men at Masulipatam and Madraspatam~ and taken onshore at Bantam and by whom.
074,NA,To give an account of the demeanor and behavior of Thomas Penniston~ Thomas Winter~ Henry Greenshine~ and John Varen~ and in what sort or manner they live~ and whether there be any collaboration of private trade between them to the Company's prejudice. And whether they~ or some of them~ do not usually buy cloth and paintings at the best season of the year~ and when ships come together~ do they not make the Company pay a greater rate for such goods than they were originally bought for. And whether some or all of them do not~ to prevent the knowledge of this fraud~ order the brokers and weavers for 16 miles around not to sell under their price~ and do they not lend to the weavers that are in necessity money at such times to keep up the price of their cloth.
074,Oct 4th and 20th 1643,By letter from the Coast of the 4th and 20th of October 1643: If Mr. Varen has not acted his part well~ you will now have him with you~ for he has taken his leave from here on the Pinnace Advice.
074,Feb 10th 1646,By order of Court~ 10th February 1646: Mr. Cartwright to be questioned about the white pepper brought home in the Mary~ bought by Mr. Andrews. He is also to be demanded why he did not send home the cloves upon the Mary.
075,Dec 9th 1643,Regarding Mr. Yard: By letter from Bantam on the 9th of December 1643~ touching Mr. Gard and his endeavor~ seeing the President of Surat has passed his censure on him~ and your Worships have sent for him home~ he shall return to Europe in the Hopewell. Then may your Worships do with him as you please~ as he has an estate sufficient~ we believe~ to give you more than satisfaction for his good endeavors.
075,Nov 28th 1644,By letter from Surat on the 28th of November 1644 by Crispiana and Dolphin: There were 13 bales of cloth belonging to Mr. Alle consigned unto you~ which have escaped something better than yours~ yet are reduced to six bales~ which are sent to you on the Gripp~ in which ship Mr. Varen takes his passage.
075,Jan 3rd 1644,By letter from Surat on the 3rd of January 1644 by the ship Crispiana: The 13 bales of cloth belonging to Mr. Varen~ laden at Bantam on the Hopewell~ have by disaster been reduced to six~ sent to you now upon the Crispiana. He himself also takes his passage on her~ of whom we must give this testimony: since he has cohabited with us~ his deportment has been very civil and commendable. In regard to his unfortunate business touching the Endeavor~ which was often controverted between this and the Coast's residency~ wherein he was then thought deservedly censured~ he has desired us (which~ in reason~ we could not refuse) to view several writings he has concerning that affair. In these writings~ we find that he had ample warrant for what he did in beginning her~ until then unknown to us. However unfortunate the business succeeded afterward.
075,Sep 8th 1644,By letter from Fort St. George dated the 8th of September 1644: Mr. Yard's Endeavor lies here ashore~ whose carcass is worth little~ and the ribs good for nothing but firewood. But we hope~ before this~ he has given satisfaction at home for his unwarrantable action.
076,Jan 15th 1643,By letter from Bantam of the 15th January 1643: Humphry Weston is not to be cleared~ for he has delivered two accounts concerning 861s through his indiscretion or carelessness. Mr. Collett disposed of some of your pepper at Jambes~ which was sold to some principal officer in the Marw and by him carried hence for England.
076,Dec 9th 1644,By letter from Bantam dated the 9th December 1644: We have sent to the President~ etc.~ at Surat to send home the master of the Hopewell to give satisfaction (if possible) for their great and willful neglects in causing her to lose her European voyage and the great damage that has happened to your goods in her. Several goods laden onboard the ship Hopewell~ to whom these do appertain: Mr. Cogan: 2 bales of cloth. Danes President. Mr. Penniston: 44 bales of cloth~ freight paid. Mr. Winter. Francis Day: 10 bales of cloth. Mr. Trumball: 74 or at least 26 bales and chests of cloth~ including Bengal stuff. 70 bales of sugar~ some of which were shot in casks.
077,Dec 29th 1645,By letter from Bantam of the 29th December 1645 by ship Mary: Mr. Mountfort is blamed for his poor keeping of the Company’s accounts. Until the account is perfected~ they cannot know what is due from the stock to the voyage~ etc.
077,Jan 6th 1646,By letter from Bantam of the 6th January 1646 by ship William: Francis Mountfort’s estate ought to make good the errors in the accounts of Bantam. Objections against Mr. Edward Knipe:
077,Jan 25th 1646,Per General Letter~ Surat~ 25th January 1646: The reason for the loss of the ship John and whose fault it was~ there being several objections by Mr. Knipe against Mr. Barry~ as well as Mr. Barry’s answers to Mr. Knipe’s objections and Mr. Knipe’s sending to Agra.
077,Jan 6th 1647,General Letter~ Surat~ 6th January 1647: Mr. Knipe for his three men. Mr. Knipe’s passage with his caravan a new way and a discourse of his charge~ as well as of John Swynerton. Sugar bought by Mr. Knipe was excessively dear~ and there were extreme charges associated with it.
077,Jul 18th 1648,Per Bussora Letter~ 18th July 1648: Agra indigo sent there was bought by Mr. Knipe and was very bad and not vendible~ and the factors in Bussora believe a similar parcel may never come from there again.
077,Sep 20th 1648,Per Bussora Letter~ 20th September 1648: The bad parcel of indigo bought by Mr. Knipe was sent to Gombroon for sale. Besides his private trade~ which Mr. Knipe brought from Surat in the fall with him and~ at St. Helena~ put into the ship Ruth to elude the Company of the freight thereof and landed it in several obscure places.
